,i_1C (A),rp_neg (m),Eeq_side (V),kappa_film (S/m),epsl_neg,Dl_elect (m^2/s),Ds_neg (m^2/s),i0ref_neg (A/m^2),E_min (V),i0_SEI (A/m^2),csmax_neg(mol/m^3),cl_0(mol/m^3),t_plus,i0ref_metal (A/m^2),sigma_neg,SEI_thickness(m),Capacity loss (%)
3857,2.216988533,2.07083e-06,0.072950383,0.000168769,0.281806243,5.82272e-10,7.41e-14,3.148659402,0.068565453,9.69707e-07,32362.76032,1142.918659,0.292201368,96.07261278,67.30068082,1.95102e-12,0.45226753
3858,0.922530702,3.666e-06,0.075824061,0.000218934,0.301999457,3.74786e-10,9.23e-14,0.937761424,0.013614043,2.16561e-07,29110.66126,1124.014009,0.416234648,71.69563574,55.8712321,1.12256e-12,0.520133382
3859,3.695611286,9.81187e-06,0.277193838,0.000217028,0.23110747,5.58318e-10,5.16e-14,2.245415915,0.040110221,9.62094e-07,29049.22026,1188.463762,0.348227638,55.98425339,96.82439613,1.14739e-10,1.536106278
3860,0.269900141,4.00257e-06,0.226446372,4.17865e-05,0.37328694,7.26558e-10,2.58e-14,1.573901261,0.089991878,1.02899e-06,29554.05136,1066.821844,0.370753835,61.16088232,65.02775204,1.04666e-10,0.961273444
3861,1.018014086,3.87121e-06,0.142002363,0.000152651,0.282627944,4.472e-10,9.4e-14,1.893417844,0.031676911,1.20435e-06,29960.46402,1137.465876,0.352422167,59.49781114,98.09401461,2.48061e-11,0.49561131
3862,2.756847845,6.99251e-06,0.243682692,0.00023166,0.35671168,7.14434e-10,7.91e-14,3.304077614,0.091876768,1.26101e-06,31643.83309,1118.585762,0.350307849,77.14148749,89.26320219,1.86373e-11,1.4114138
3863,5.108241444,1.81919e-06,0.148595668,4.94402e-06,0.318669446,6.6525e-10,6.02e-14,1.568871977,0.045726814,1.43537e-06,31809.66664,1084.474067,0.398930345,75.74696425,97.21034817,6.80214e-12,0.507021666
3864,3.948245577,7.2298e-06,0.355456336,4.76142e-05,0.275000288,7.09528e-10,9.11e-14,3.161504815,0.003809983,6.68578e-07,30776.40043,1125.28748,0.310374613,58.84025217,67.48769829,3.99649e-10,0.850163852
3865,4.939625681,1.29512e-06,0.045818339,7.79592e-05,0.316007934,7.03747e-10,2.55e-14,0.817567779,0.032230803,5.08848e-07,32625.16059,1044.349391,0.305911575,70.62377689,82.60640183,2.99679e-13,0.485313636
3866,1.732119205,4.88263e-06,0.225938434,0.00011682,0.26328634,6.34462e-10,1.82e-14,0.771292337,0.015407323,1.069e-06,31008.95681,1050.934776,0.349527105,97.31980292,69.1906972,9.60159e-11,0.785803647
3867,3.27868343,5.15223e-06,0.050092425,0.000207154,0.309357013,5.50732e-10,3.26e-14,2.012839862,0.019011219,6.64331e-07,32324.25947,1085.704821,0.281760544,72.95227868,73.80030027,6.74629e-13,0.824833398
3869,1.373992122,8.7094e-06,0.168907135,0.000206989,0.290983805,3.2637e-10,9.76e-14,0.758984516,0.038987741,7.09495e-07,29954.0792,1046.03484,0.423781287,64.92940421,70.86973619,2.20721e-11,0.671597026
3870,5.441089446,4.23104e-06,0.281024436,0.000119052,0.234190699,4.97045e-10,8.16e-14,1.090104833,0.096054619,1.4307e-06,32767.29387,1182.389422,0.252602492,97.43868593,95.75766305,3.04151e-11,1.276395941
3871,3.92187872,7.16831e-06,0.342552181,3.82036e-05,0.247416358,6.34189e-10,9.46e-14,0.458674237,0.018265982,1.1264e-06,32904.98853,1093.453177,0.276925765,69.91175718,70.81718081,8.31604e-10,0.947987213
3872,2.810282783,7.05251e-06,0.277598093,0.000233566,0.371646624,3.48342e-10,8.72e-14,2.651189976,0.029159392,1.09273e-06,31755.18215,1017.561734,0.395599785,55.73883042,70.31441701,1.40326e-10,0.742699043
3873,1.238339664,6.06673e-06,0.232700936,0.000166768,0.342435962,2.30452e-10,5.31e-14,1.992157057,0.089593943,9.53354e-08,31656.69201,1054.290569,0.282807755,87.72644574,59.91191861,2.60868e-12,1.071707732
3874,1.942244743,7.79007e-06,0.339589245,7.31389e-05,0.243855385,3.54417e-10,5.91e-14,1.427225567,0.034574775,1.0622e-06,32034.69354,1153.052297,0.370094813,72.66318145,99.06665166,9.36759e-10,0.840595139
3875,6.072429629,3.15794e-06,0.284686919,0.000207818,0.331919997,7.49797e-10,7.84e-14,1.933477078,0.084130654,6.57346e-07,29462.51752,1003.228411,0.293424783,63.26428103,82.42652902,1.19592e-11,1.227741753
3876,5.133300775,7.49951e-06,0.127986116,8.28718e-05,0.302926264,1.64927e-10,6.91e-14,2.311483002,0.08908369,9.72128e-07,31885.12342,1180.442137,0.29354633,96.81144692,60.57656611,7.86376e-13,2.155929253
3877,4.86245477,9.06692e-06,0.149735227,0.000214451,0.241440329,6.27787e-10,6.57e-14,2.772240112,0.039120012,8.56344e-07,29959.45157,1054.605629,0.404525308,99.71455005,57.28948999,5.36534e-12,1.383190687
3878,5.349689297,8.27788e-06,0.394827026,0.000211974,0.30839763,4.7108e-10,5.22e-14,0.462865339,0.065924871,1.37305e-06,31648.44379,1026.338738,0.299834579,61.75324201,81.25398016,5.80649e-10,3.639627614
3879,2.721165419,6.57046e-06,0.374920925,8.14348e-05,0.351283651,7.06143e-10,7.93e-14,1.433476743,0.03417463,7.16262e-07,29440.34026,1043.266599,0.309558787,57.33028343,66.84022541,7.62707e-10,0.92003452
3880,1.622323976,4.46065e-06,0.070195546,0.000204776,0.320032059,7.17526e-10,2.93e-14,2.587660837,0.054511594,4.65551e-07,30790.55933,1013.079164,0.396722882,96.18824706,90.18703282,1.23177e-12,0.620750397
3881,2.195213723,2.79292e-06,0.249999533,0.000111802,0.277154224,6.19505e-10,4.51e-14,1.813674017,0.05718748,1.42894e-06,29530.01387,1097.832265,0.394111852,63.81868114,89.40339164,1.32578e-10,0.60293724
3882,0.333322802,9.61581e-06,0.37250938,9.27347e-05,0.311333587,2.17399e-10,6.13e-14,2.500734237,0.036494483,1.01398e-06,32317.53903,1148.763912,0.414470873,53.11243282,68.34918279,8.64272e-09,1.497283807
3883,3.517771136,4.60047e-06,0.230329476,2.04382e-05,0.295450724,1.90211e-10,8.78e-14,1.650953401,0.068570099,1.0622e-06,30308.77331,1075.598444,0.317586924,77.43135811,75.10299562,3.3747e-11,0.719976943
3884,1.007412772,7.75854e-06,0.09938892,0.000137748,0.305473886,2.38419e-10,5.44e-14,2.684387002,0.037106237,1.44075e-06,29309.41359,1018.367778,0.2592555,93.75654268,93.58762518,1.12144e-11,0.663376369
3885,4.826590513,1.72269e-06,0.058138249,0.000177967,0.256247381,7.20072e-10,7.28e-14,3.207018343,0.088167916,9.34106e-07,29403.31253,1049.735994,0.403767523,87.54321298,79.7225213,1.84613e-13,0.985382664
3886,4.316775526,1.01551e-06,0.330270826,1.67596e-05,0.362366942,4.22368e-10,3.78e-14,2.9361836,0.028257214,1.09066e-06,32690.65263,1053.040311,0.268732498,59.40050882,58.81131201,2.6485e-10,0.737963748
3887,5.92328877,3.84485e-06,0.142213599,7.8809e-05,0.323426078,3.72607e-10,8.44e-14,2.134937758,0.023414606,1.31299e-07,30818.77391,1114.085257,0.35401929,50.10749168,84.24717948,5.11654e-13,0.646639709
3888,0.691722372,6.8764e-06,0.202217272,0.000167441,0.287968487,2.78463e-10,1.47e-14,3.327563941,0.065714054,1.48532e-06,31005.76288,1084.229294,0.311902557,98.02294674,50.58481062,1.52863e-10,0.803245947
3889,2.238968106,5.38864e-06,0.388390281,0.000154944,0.359947489,3.25327e-10,7.33e-14,1.985591822,0.025896355,8.42032e-07,32426.07378,1043.716152,0.419888072,86.43807338,98.93689358,1.44892e-09,0.875398439
3890,3.232476237,1.71701e-06,0.358921594,8.1179e-05,0.3388744,2.29348e-10,5.58e-14,1.073568009,0.080807957,4.65422e-07,31871.79517,1101.067745,0.342859388,85.93675189,75.48865831,7.97477e-11,0.95811578
3891,5.693907176,8.93746e-06,0.209605083,9.83463e-05,0.360069581,3.79084e-10,1.39e-14,2.482072175,0.046378216,1.02713e-06,32360.77556,1174.304892,0.395994786,90.75233,89.57826599,1.67049e-11,6.382309311
3892,4.266436529,7.13465e-06,0.325643847,2.90619e-05,0.346994377,5.42567e-10,8.85e-14,1.224076204,0.091544571,7.97907e-07,31470.47047,1110.687707,0.259966463,85.77481274,71.2620322,5.06517e-11,1.83967808
3893,4.931249945,1.47939e-06,0.115166529,8.56022e-05,0.286149252,7.02187e-10,5.87e-14,1.166471983,0.011277634,8.63166e-07,30231.3446,1102.937978,0.349372284,80.98372277,61.90293928,2.24216e-12,0.500187108
3894,3.4100749,2.03995e-06,0.283089415,0.000186347,0.363595116,3.39827e-10,2.88e-14,2.830178942,0.093960457,1.07805e-07,31293.1185,1066.44197,0.396314185,71.39475283,81.26933385,2.75825e-12,1.054232045
3895,6.398680178,8.18391e-06,0.097243874,6.99107e-05,0.302901832,5.71536e-10,3.11e-14,0.758840961,0.075676536,6.17177e-07,32947.81508,1108.291842,0.325712882,99.24643965,60.1131652,3.21869e-13,5.529215232
3896,6.460528948,5.98336e-06,0.240813656,5.12556e-05,0.310424765,7.37603e-10,1.83e-14,0.626110265,0.036510105,8.63633e-07,31703.94707,1026.371076,0.290493434,60.86423565,72.24240607,3.24799e-11,2.84943514
3897,0.637394075,2.98385e-06,0.083931188,0.000157841,0.29363341,5.15468e-10,2.33e-14,1.963449213,0.025262706,1.19113e-06,30214.00952,1038.787028,0.360461682,65.52944094,99.57885581,1.12202e-11,0.489453927
3898,3.367099366,3.22026e-06,0.142665081,0.000119686,0.248535069,3.67089e-10,6.64e-14,1.57753334,0.02850063,1.2916e-06,30102.0066,1192.643701,0.343436549,79.54424483,62.40843897,9.28768e-12,0.559727091
3899,2.667108722,8.70202e-06,0.238932661,0.000169966,0.296021595,5.14146e-10,2.72e-14,1.858748782,0.094394219,1.4389e-06,32507.19119,1127.643648,0.268039147,52.10114418,78.04082035,2.26707e-11,3.040143951
3900,4.546613064,1.69206e-06,0.158403195,0.000170333,0.379289848,6.6878e-10,6.43e-14,1.653000028,0.0949431,5.87783e-07,29503.30723,1011.77317,0.358910677,83.94234095,77.28090709,7.96144e-13,1.022747673
3901,0.74812352,2.20911e-06,0.008904219,0.000132682,0.393728974,5.58077e-10,8.82e-14,2.010569907,0.079054849,1.18106e-06,32898.25569,1117.32152,0.295357729,64.5830988,82.31452478,6.73939e-13,0.521636992
3902,5.751336652,8.72866e-06,0.179064159,0.000193805,0.34733803,2.91232e-10,2.23e-14,3.38270001,0.026044541,6.8017e-07,31881.60842,1087.762714,0.368400204,60.6857521,88.16233091,6.00613e-12,3.705989093
3903,1.92496104,4.65378e-06,0.375242208,0.000188043,0.278978905,2.94903e-10,3.26e-14,0.499311041,0.091620423,1.3615e-06,30805.23882,1005.916359,0.33376391,61.65627767,58.24381722,5.91862e-10,1.592214232
3904,2.151931628,1.07842e-05,0.276731063,8.7373e-05,0.345057991,2.12359e-10,8.48e-14,2.507627386,0.03484865,1.41092e-06,32961.94272,1094.901237,0.365750684,82.01287448,82.34564336,2.46331e-10,0.921157203
3905,6.163544596,1.63313e-06,0.172064913,3.6291e-05,0.234934112,3.9974e-10,8.8e-14,2.831597642,0.076672308,7.14407e-07,30392.25757,1109.412508,0.29971031,96.9807563,88.67083601,1.57258e-12,0.873164315
3906,3.691133591,7.03597e-06,0.131015079,0.000228733,0.293774921,3.55593e-10,4.26e-14,2.999799921,0.027130025,1.01845e-06,29669.84363,1168.847116,0.262381189,50.66904941,78.56904892,4.82873e-12,1.142730964
3907,4.366665863,7.11266e-06,0.133069722,1.53192e-05,0.297492301,3.84838e-10,5.76e-14,1.767987704,0.051047325,7.18944e-07,31271.34257,1067.973529,0.260515846,82.56104981,64.5050934,3.17311e-12,1.087032185
3908,6.186811031,2.7162e-06,0.326066137,0.00023105,0.341977502,2.11799e-10,7.67e-14,3.200182692,0.072241288,2.02322e-07,31026.76518,1178.899516,0.374986531,68.95022634,88.00035968,1.61509e-11,0.835567738
3909,6.317306018,1.08047e-05,0.302830737,6.68952e-05,0.295879726,3.08274e-10,9.49e-14,3.027187178,0.014462487,1.13373e-06,32758.12244,1001.759878,0.350928357,64.02386708,59.52525681,1.52889e-10,1.611561146
3910,3.812704376,4.70653e-06,0.327553897,0.000222423,0.309676085,4.58657e-10,3.96e-14,0.69978118,0.005859664,7.52563e-07,31590.91218,1085.97067,0.416992345,75.93231757,71.41600804,2.96841e-10,0.878082705
3911,4.974515645,1.08835e-05,0.348171835,2.71961e-05,0.330880856,4.51929e-10,5.75e-14,3.487084345,0.092611923,5.93135e-07,30992.28698,1084.200924,0.355353561,98.17150568,54.43101744,4.96057e-11,4.222919871
3912,1.954356235,4.93309e-06,0.114016589,0.000142526,0.336846507,4.86936e-10,9.01e-14,0.716322456,0.03298811,1.46459e-06,31303.50916,1158.074494,0.343926205,85.95010709,82.60003132,9.48591e-12,0.555603473
3913,0.226173814,5.32842e-06,0.114886542,0.00018262,0.375673126,3.53461e-10,2.95e-14,2.322740683,0.082983314,1.39336e-06,30383.91049,1142.124708,0.380461558,77.68510476,58.03086051,1.76844e-11,0.861880856
3914,4.115308339,6.28117e-06,0.249469133,0.000196077,0.257699665,6.7726e-10,2.32e-14,2.724579886,0.074190576,2.18542e-07,30457.16297,1156.248388,0.425295299,53.04812487,67.06894002,4.05408e-12,2.532252099
3915,0.554051289,9.45015e-06,0.138170977,0.000200526,0.258328155,2.94033e-10,2.76e-14,2.451177766,0.009618365,9.88558e-07,31504.95992,1187.246424,0.289329795,70.10585453,70.43515209,4.09131e-11,0.674258781
3916,0.540734301,9.39873e-06,0.254906392,0.000138787,0.236661338,5.58739e-10,3.99e-14,3.397076491,0.076716974,1.12587e-06,30730.47805,1152.950901,0.29192509,98.98053348,93.54425279,3.92357e-10,0.749207342
3917,1.616367605,9.32377e-06,0.17116616,0.000238911,0.398827537,6.38769e-10,5.66e-14,2.838129584,0.046868936,6.42071e-07,29967.47057,1048.296119,0.271103284,99.80730557,64.76882772,1.27298e-11,0.942678132
3918,4.403923172,1.1157e-06,0.080078259,0.000201099,0.313725495,2.68146e-10,3.11e-14,1.153107771,0.086692047,1.4762e-06,32205.10406,1110.839596,0.357347893,76.97717741,54.66829155,4.73699e-13,0.868957054
3920,0.750261512,7.18922e-06,0.108184226,1.2653e-05,0.301333203,3.93266e-10,1.99e-14,0.596204797,0.083673022,6.91053e-07,32701.58551,1018.131427,0.416724578,64.07985773,73.09559667,2.65847e-12,1.317269727
3921,3.086246307,9.16229e-06,0.28417936,9.61098e-05,0.371376684,2.7434e-10,3.2e-14,2.990591959,0.021847539,2.03513e-07,30527.37777,1112.99149,0.362655625,80.06254229,66.85740897,2.79665e-11,1.880154642
3922,3.982627086,8.09495e-06,0.141494974,0.000101374,0.327082817,2.11127e-10,5.61e-14,0.369753071,0.01893283,4.69389e-07,32172.80568,1098.855738,0.353092222,55.47080128,62.78241151,4.75655e-12,1.401311353
3923,3.213998812,8.63246e-06,0.256774627,0.000104162,0.386897573,2.734e-10,9.98e-14,3.22962797,0.0619027,8.49756e-07,32538.34166,1130.80977,0.400959429,84.53997276,71.4939509,5.24705e-11,0.915002617
3924,2.407363913,1.60459e-06,0.259208097,7.5566e-05,0.338259735,2.2155e-10,9.58e-14,0.649275995,0.030324583,6.40435e-07,29221.96984,1027.10525,0.257502741,54.56009619,85.6677778,6.10034e-11,0.572042691
3925,1.032919366,7.96606e-06,0.234680611,0.000180515,0.286278625,2.81584e-10,8.14e-14,0.363013907,0.045782199,2.81447e-07,31908.17185,1097.179063,0.361936413,98.80414649,71.76585479,5.06531e-11,0.608430757
3926,2.40136087,9.90422e-06,0.34292824,0.000227511,0.301910286,2.1371e-10,7.85e-14,2.280167509,0.051229803,1.08315e-06,30839.58197,1169.27993,0.356345118,70.5300478,94.95313927,7.03929e-10,1.018627094
3927,4.491648979,9.82478e-06,0.191794821,2.66303e-05,0.287462147,7.03647e-10,4.03e-14,0.664598277,0.085629077,1.49935e-07,31102.45087,1083.381381,0.367864506,89.65715986,57.22612735,2.50972e-13,8.395708185
3928,1.029528447,7.09128e-06,0.171072605,0.000125301,0.319399048,6.82268e-10,8.82e-14,2.020647193,0.090518748,1.30897e-06,30395.47709,1148.528745,0.372472305,67.47752156,99.54647111,1.20035e-11,1.029662448
3929,1.860044817,1.09019e-05,0.085127654,0.000175465,0.363317562,1.9525e-10,6.44e-14,3.46757412,0.074775262,1.37704e-06,31186.85081,1006.025681,0.376262119,87.78196841,82.80897064,2.23412e-12,1.430332839
3930,6.379458207,8.72294e-06,0.122944597,0.000218431,0.275010852,4.37163e-10,8.05e-14,2.268823884,0.03198962,5.32331e-07,29669.19931,1175.512763,0.335224529,59.64241883,66.31875174,1.46478e-12,1.448392228
3931,3.936949912,6.48648e-06,0.097453369,0.000224249,0.343508613,6.45734e-10,2.6e-14,0.521452877,0.038397397,2.07142e-07,30031.66918,1025.691441,0.260154777,73.58784903,95.95637955,5.38755e-13,1.821121093
3932,6.019292695,9.21955e-06,0.3307986,0.000121873,0.279290766,2.02925e-10,4e-14,2.700238879,0.019276604,3.06248e-07,31192.66888,1100.339652,0.361539508,90.5875088,60.08247225,7.79736e-11,2.336770363
3933,5.063581582,7.87993e-06,0.094033347,0.000179809,0.270472238,7.2148e-10,5.98e-14,0.952972443,0.075815352,1.3039e-06,29370.82275,1013.513824,0.28541035,71.29776858,69.01453098,7.37525e-13,2.588532217
3934,3.28602741,1.85846e-06,0.232178611,0.00023798,0.273020095,3.57992e-10,4.81e-14,0.716275121,0.07368756,2.30109e-07,30023.7073,1175.654142,0.380168486,73.76228004,59.1129848,4.62526e-12,0.799775251
3935,4.837716809,7.06924e-06,0.27722715,6.58546e-05,0.368145973,4.20607e-10,8.31e-14,1.753994824,0.030070227,8.0774e-07,31403.36248,1025.376534,0.381108961,66.51322656,99.45630443,6.80478e-11,1.015093476
3936,2.549908225,7.05327e-06,0.272204348,0.000186937,0.265914281,5.91194e-10,9.8e-14,0.430786527,0.067141715,1.0111e-06,30616.9555,1059.49787,0.28122387,89.64186693,75.38231023,5.63369e-11,1.316916924
3937,1.446898208,9.516e-06,0.0822293,0.000149793,0.336511893,3.2464e-10,6.87e-14,1.680140491,0.036615262,6.48322e-07,31474.68124,1175.982097,0.321338421,60.32973201,92.54611676,2.7039e-12,0.747202048
3938,4.04483766,2.17381e-06,0.130898819,8.17585e-05,0.259929456,2.87678e-10,1.92e-14,3.347734917,0.026296412,5.52854e-07,31592.20054,1156.354419,0.303655675,69.96199404,63.11152771,2.54107e-12,0.575261564
3939,0.711968488,1.07179e-05,0.388326239,5.44054e-05,0.368177659,5.04657e-10,6.64e-14,3.056056625,0.098550136,9.02393e-07,30410.27195,1078.377003,0.286178868,85.27059532,69.96884952,1.00912e-09,1.494932192
3940,2.758670685,8.37148e-06,0.395855317,0.000225387,0.378430654,7.37547e-10,3.88e-14,0.537435473,0.031352851,3.72168e-07,31163.76886,1192.168758,0.274584732,58.26657608,78.17155358,8.13749e-10,1.64968171
3941,4.296225501,1.01804e-05,0.26484117,0.000120637,0.257737526,6.40856e-10,5.65e-14,3.569820124,0.0051599,3.50512e-07,29952.58392,1117.796068,0.288655502,55.50896919,64.0097025,2.80481e-11,1.616208417
3942,3.303203,7.30987e-06,0.03983921,0.000148428,0.362986794,7.04668e-10,5.84e-14,2.52224557,0.015650172,1.36328e-06,32171.91905,1157.581763,0.356836739,67.51749091,98.30954689,1.02304e-12,0.94492514
3943,0.287415867,7.957e-06,0.14413186,0.000182236,0.399516001,3.88792e-10,6.25e-14,1.367570097,0.047684186,5.99975e-07,29609.9104,1078.400183,0.390676313,83.53062663,68.23065655,3.50408e-11,0.535620993
3944,2.030604907,1.00697e-05,0.168139001,0.000197627,0.238582345,2.79804e-10,5.51e-14,1.771341843,0.076563026,1.4063e-06,32571.78671,1144.090237,0.422554773,88.31798613,74.73352796,9.01053e-12,1.647348693
3945,1.497230899,8.20597e-06,0.193562368,0.000168687,0.386569961,6.76021e-10,7.18e-14,1.12654293,0.053877238,8.67958e-07,29340.95577,1117.946498,0.291383876,63.04525209,85.95843595,3.08632e-11,0.81203677
3946,3.222619687,7.68038e-06,0.332151369,6.00081e-05,0.253544692,5.29834e-10,2.41e-14,3.278848533,0.000212076,4.53021e-07,32429.33644,1084.998971,0.339477118,91.89597512,98.2860548,2.15104e-10,1.488477669
3947,4.403830553,3.50459e-06,0.27875446,9.15801e-05,0.275429183,3.78766e-10,4.23e-14,1.106699676,0.042495748,1.13246e-06,32701.3658,1165.881502,0.416400881,52.16677398,62.34863411,1.15239e-10,0.672085171
3948,1.244775646,3.82799e-06,0.141039756,5.3257e-05,0.335764942,1.81102e-10,4.27e-14,3.080342774,0.026617281,6.21286e-07,32841.84291,1117.153315,0.274662344,80.82914557,78.87440547,9.94105e-12,0.482592102
3949,4.739944651,1.49434e-06,0.051466163,0.000133899,0.243779489,2.57965e-10,6.75e-14,0.600107481,0.00432356,1.11258e-06,31621.00995,1136.492662,0.275948368,53.32193265,65.21912804,9.56237e-13,0.479617831
3950,3.434552439,1.79383e-06,0.141797764,0.000149988,0.2748813,3.77147e-10,5.13e-14,2.747051125,0.098008614,9.7616e-07,31202.80318,1052.133539,0.40089413,59.12700445,97.36432349,1.42676e-12,0.927019741
3951,1.207981333,1.05072e-05,0.197672064,0.000117818,0.345404867,4.5693e-10,1.61e-14,1.155232058,0.010019004,2.86348e-07,29099.15541,1185.30351,0.425339101,71.07642214,66.66926494,1.58376e-11,1.922361973
3952,6.113552411,4.9452e-06,0.259295915,0.000115169,0.35873787,5.10235e-10,4.09e-14,1.148832418,0.010437727,9.25817e-07,29513.52235,1012.600035,0.281697482,75.34438647,57.71152783,4.60523e-11,1.232826296
3953,1.322117691,4.9637e-06,0.153546412,0.000119554,0.267448716,3.26922e-10,4.29e-14,2.584196624,0.049499786,1.28072e-06,30937.22872,1012.069686,0.329941918,58.35567952,52.14324075,2.73305e-11,0.555298043
3954,6.439355196,1.21016e-06,0.273485701,0.000184065,0.35316726,4.45845e-10,5.31e-14,2.473349931,0.090024391,1.89753e-07,30981.7684,1180.266789,0.275497785,81.08062478,74.95890164,2.23383e-12,0.950894654
3955,2.172401731,6.04688e-06,0.075193809,9.84734e-05,0.295650011,6.7479e-10,8.75e-14,0.62902552,0.057982255,1.12348e-06,30511.58466,1127.733186,0.424865528,55.90465266,52.12200438,2.69745e-12,0.69797435
3956,3.720873119,2.331e-06,0.227952402,0.000188124,0.300674519,3.23008e-10,2.77e-14,2.026679019,0.084120855,1.30692e-06,30404.18845,1046.741741,0.350203081,91.32843274,69.92501868,1.2175e-11,0.998361993
3957,5.973737278,7.21487e-06,0.22496055,5.00214e-05,0.357845487,4.35909e-10,1.19e-14,0.3827236,0.069488741,1.43353e-06,30472.25582,1167.385312,0.362652637,61.5883619,69.53592829,3.41333e-12,25.37220523
3958,1.491012196,1.07828e-05,0.317370707,0.000136442,0.339414708,1.56916e-10,7.99e-14,1.752836178,0.036431844,1.13088e-07,32270.58034,1188.621165,0.283638162,74.17905094,94.11793894,6.80679e-11,0.788659847
3959,4.659101864,4.43302e-06,0.314036265,9.4746e-06,0.255637647,1.93037e-10,9.13e-14,3.450523484,0.052989623,5.90096e-07,31894.66208,1127.462585,0.346075058,56.76648339,95.57660679,1.10814e-10,0.627644107
3960,1.027692809,2.83918e-06,0.248311415,1.23601e-05,0.381663451,5.24514e-10,4.9e-14,2.758454354,0.022914587,5.9638e-07,29425.34284,1010.549616,0.296071741,76.8794013,76.26725687,9.03608e-11,0.567889451
3961,5.334370052,1.80983e-06,0.395935394,0.000146669,0.335644202,2.51886e-10,7.11e-14,0.539961261,0.091830469,1.48328e-06,32290.56165,1129.515817,0.418771871,66.68730474,50.35614835,3.22715e-10,1.468047491
3962,3.660801948,6.77777e-06,0.263048575,1.85649e-05,0.232635189,2.67377e-10,9.71e-14,1.881096277,0.030276876,2.35348e-07,29905.65699,1161.163789,0.286330094,68.42079169,82.90222444,2.17446e-11,0.854608843
3963,3.881205909,3.94892e-06,0.083020826,5.37144e-05,0.345250062,4.18718e-10,1.09e-14,1.1783793,0.027198484,1.41153e-06,30490.37249,1060.177998,0.417429835,98.8993351,59.39675917,2.32012e-12,1.395226928
3964,3.86718976,6.38419e-06,0.376134299,0.000128787,0.233609184,5.68306e-10,9.64e-14,0.472898998,0.03182388,1.09027e-06,30597.69897,1141.711947,0.337998393,79.84913284,63.79975665,1.43386e-09,1.087643727
3965,6.400614386,7.68809e-06,0.182314929,4.62221e-05,0.36461528,1.81825e-10,5.68e-14,2.025841396,0.021388906,9.92875e-07,29125.62358,1117.398341,0.268382354,85.03473873,88.13725993,8.43257e-12,1.789268531
3966,1.9535235,7.60423e-06,0.395355958,0.000114432,0.34978417,7.40143e-10,5.6e-14,2.299645899,0.00596715,1.85757e-07,31443.25827,1144.547648,0.339438884,60.95033134,68.22103339,4.55578e-10,0.828594643
3967,3.578070474,4.26217e-06,0.202339977,0.000133961,0.314605805,1.98051e-10,4.14e-14,2.314707858,0.018223117,4.16006e-07,31421.40218,1015.781086,0.397535763,52.72080197,84.51370051,9.55628e-12,0.68072785
3968,5.079554984,7.2594e-06,0.05279981,9.14029e-05,0.376866503,5.79498e-10,1.61e-14,1.222020139,0.033016318,7.81209e-07,32291.39748,1167.18773,0.350538152,64.97121358,52.28261322,5.82295e-13,3.519482668
3969,6.305574046,6.17779e-06,0.268488288,0.000230831,0.254095839,1.82767e-10,9.18e-14,0.574898069,0.013555883,5.27698e-07,29920.71861,1041.259634,0.270224388,96.82029547,85.08741942,4.89263e-11,1.015690969
3970,4.348634375,5.72702e-06,0.167762809,4.69879e-05,0.333047844,7.35491e-10,1.68e-14,0.8729492,0.092545008,6.23764e-07,29903.29947,1017.697632,0.292008442,68.49292208,77.45086829,1.37555e-12,3.927834608
3971,0.19383965,8.22066e-06,0.011271675,0.000215502,0.289201955,1.75776e-10,1.97e-14,2.404511966,0.074037688,1.1755e-06,32799.3557,1196.48767,0.366154152,64.3017878,98.30536768,6.68914e-12,0.532015796
3972,2.677596993,1.60165e-06,0.207440302,0.000134334,0.256299686,5.64244e-10,2.66e-14,2.623517331,0.070589322,1.46814e-06,30936.40938,1012.450008,0.333293367,56.24757291,84.52332945,4.25501e-11,0.550899968
3973,3.177170074,2.50308e-06,0.337479392,0.000227289,0.2307171,5.65751e-10,2.86e-14,3.355837925,0.06958,9.23801e-07,29886.77505,1160.405919,0.2810456,71.23155457,77.29175989,3.80059e-10,0.782534698
3974,2.781242996,4.78218e-06,0.168116939,0.000211263,0.386668962,6.12015e-10,9.28e-14,2.344647814,0.076508087,1.30414e-06,32418.34367,1144.123326,0.421215765,52.75950473,58.21231603,4.66202e-12,0.970156168
3975,4.457262824,9.68323e-06,0.284416001,0.000198485,0.369229041,6.48603e-10,3.92e-14,2.424291242,0.087792252,1.23378e-06,32057.53793,1134.978358,0.424623665,75.36268328,54.53034912,2.96783e-11,4.549397887
3976,5.972832913,2.03218e-06,0.268157883,7.03311e-05,0.272405329,2.93076e-10,1.28e-14,0.477351721,0.028907919,9.17375e-07,32229.07334,1185.496947,0.429768101,64.25038603,50.13011559,6.41751e-11,0.850428883
3977,0.673439956,1.0591e-05,0.105701151,3.83359e-05,0.329066882,6.48063e-10,6.81e-14,2.175463518,0.010966434,7.3686e-07,31524.28367,1144.623118,0.270139356,53.37049441,84.88062554,1.1164e-11,0.590018376
3978,4.429409353,5.96102e-06,0.298350304,0.00023731,0.291779595,6.62871e-10,3.97e-14,3.470130973,0.047896399,7.79195e-07,32494.59011,1194.145711,0.366062116,72.59215934,85.41006611,1.07892e-10,1.027341862
